Official	LFC	FDR
FGF8	-7.2253	1
MPV17L2	-6.8852	1
CTD-2162K18.4	-5.947	1
HSD17B13	-7.4089	1
SAMD4A	-6.3885	1
MIPEP	-7.2867	1
ACSL3	-6.7977	1
OR52I1	-7.2338	1
KIF20B	-6.9474	1
ZNF432	-6.2902	1
USP41	-7.3834	1
TRAJ58	-5.9587	1
CD207	-6.6208	1
TRAF4	-7.1885	1
C22orf31	-7.0096	1
HN1L	-7.4624	1
AP001885.1	-7.4224	1
S100A6	-7.2655	1
CLIP3	-6.8839	1
CYBB	-7.3707	1
OR13F1	-7.0052	1
BAG2	-7.4624	1
FAM25G	-7.4484	1
AC074212.3	-6.8596	1
RP11-637O19.3	-6.3261	1
XKR7	-6.9138	1
SMOX	-6.6314	1
MBD4	-7.3363	1
REN	-7.2379	1
AC027228.1	-7.0511	1
CLDN7	-6.9454	1
KRTAP3-3	-7.4344	1
SNCB	-7.1995	1
MYEF2	-6.794	1
GTPBP10	-6.947	1
C1orf43	-6.8679	1
DUPD1	-7.202	1
MTRF1L	-6.9632	1
ZNF738	-7.0802	1
ARPP19	-7.2579	1
OR52J3	-7.0685	1
TRIM52	-6.2753	1
LPGAT1	-7.1509	1
USP4	-7.3288	1
CCPG1	-7.0999	1
CTC-360G5.8	-7.1844	1
LTB4R2	-7.187	1
RBBP8	-7.2465	1
IGFBP6	-6.9197	1
OR52M1	-7.2676	1
REPS1	-6.8241	1
AC144568.2	-6.099	1
KMT2A	-6.807	1
C12orf43	-6.6649	1
FAM170A	-6.8432	1
TMX4	-7.1892	1
AMPH	-6.3944	1
SMARCB1	-6.3019	1
ETAA1	-7.2597	1
MYLK	-7.268	1
OR10A3	-7.0647	1
TOP1	-6.1242	1
SMIM6	-6.7513	1
TMBIM6	-7.2566	1
POC1A	-6.6608	1
AC140481.2	-7.302	1
C6orf15	-7.2519	1
GRAMD1C	-7.2985	1
G6PC	-7.405	1
MOGAT3	-7.3681	1
CYP2C8	-7.3775	1
TDGF1	-7.2519	1
CRISP3	-7.2932	1
FAM90A1	-6.6629	1
OR5AR1	-7.4543	1
OR2V1	-6.857	1
ZAR1	-6.6506	1
SH2D1B	-7.2244	1
KRTAP9-8	-7.3868	1
OAZ1	-7.4598	1
AP1G1	-6.6076	1
GBF1	-5.9252	1
AGGF1	-7.0764	1
USP12	-7.027	1
BTLA	-7.3833	1
TTC27	-6.7897	1
CMTR1	-7.0653	1
ZNF589	-7.2504	1
KBTBD12	-7.1703	1
GPBAR1	-6.8995	1
MLF1	-7.2081	1
LINGO1	-6.9159	1
RP11-542C16.2	-7.2859	1
VSNL1	-7.0834	1
FZD9	-7.2413	1
SRGN	-7.2401	1
TUSC3	-6.7773	1
RP11-302B13.5	-7.1507	1
IL36RN	-6.909	1
ZNF543	-6.9792	1
IL20	-6.8257	1
ALOX15B	-6.8313	1
DGCR6L	-6.7176	1
INTU	-7.1345	1
ESPN	-6.8899	1
OR10Q1	-6.9588	1
ANKRA2	-6.7157	1
RSBN1	-6.361	1
RP11-553A10.1	-6.2287	1
FAM134B	-7.2932	1
TAF3	-7.3486	1
APLN	-7.4199	1
SAMM50	-7.3171	1
EIF4E	-6.8772	1
BRD3	-7.3522	1
SLC11A2	-7.2379	1
BAIAP2L1	-7.2046	1
MYO1H	-7.1187	1
PSMB8	-7.039	1
CLN6	-7.0454	1
MLXIP	-7.2054	1
IMPACT	-6.7574	1
ADHFE1	-7.3143	1
MRPL24	-7.1922	1
DROSHA	-7.3615	1
DCP1A	-6.986	1
ADAT2	-6.963	1
SPINK4	-7.3665	1
CSNK1G1	-7.2525	1
SLC25A31	-7.1501	1
CDC14A	-7.446	1
CD99L2	-7.0582	1
ARL6IP4	-7.3266	1
SLC1A6	-7.4572	1
SEMA6D	-7.3398	1
ADCK1	-7.3063	1
C15orf48	-7.0463	1
MOGS	-7.1328	1
FLOT1	-7.2603	1
DEDD	-7.1627	1
NPIPB3	-6.2126	0.949396
PDE6G	-7.2154	1
ANKRD33	-6.9237	1
IL17RA	-7.3257	1
ELOF1	-6.7073	1
DMRTB1	-7.0533	1
RFTN1	-7.0104	1
KDELR3	-7.0544	1
CD74	-7.383	1
DDX31	-7.1941	1
ONECUT3	-6.7014	1
CCDC54	-6.8272	1
ANKRD7	-6.6628	1
C6orf164	-6.9005	1
C17orf107	-4.833	1
HIGD1A	-7.2316	1
SRD5A3	-6.3468	1
ZXDC	-7.1887	1
BRIP1	-7.2248	1
TMOD4	-7.4126	1
IBSP	-7.0287	1
ZNF8	-7.1909	1
TGM1	-7.3579	1
IGKV1-5	-7.3406	1
CEACAM19	-6.7158	1
SPATA6	-6.6515	1
TBC1D3F	-7.4953	1
IAPP	-7.3394	1
AKR1C1	-6.9637	1
ZNF304	-6.769	1
UROS	-6.623	1
TRMT13	-7.015	1
RP11-481A20.11	-6.6794	1
FAM132B	-7.2932	1
LILRA5	-7.187	1
MTRNR2L13	-7.2442	1
PRMT5	-5.5893	1
AKTIP	-7.0863	1
RAB1B	-6.9241	1
GMFG	-6.3459	1
MCM3AP	-6.7077	1
MILR1	-7.2294	1
ACSBG2	-6.7532	1
CEP57	-7.0291	1
AC012493.2	-5.7729	1
RP11-433C9.2	-6.3823	1
AC037199.1	-7.048	1
ZNF799	-7.199	1
TACO1	-7.2863	1
AC140061.12	-6.2763	1
THYN1	-7.4234	1
KBTBD3	-7.3158	1
IPCEF1	-7.3968	1
POLH	-7.2125	1
REP15	-7.4491	1
SPARCL1	-7.1992	1
CKMT1A	-7.4349	1
OTUD4	-7.3968	1
CYB5R4	-7.2047	1
UVRAG	-7.2614	1
ING4	-7.3437	1
CYB561	-7.4546	1
ZFP1	-7.4574	1
ZBTB25	-7.3692	1
GSTA3	-6.787	1
HCCS	-7.1984	1
MT3	-6.5341	1
SV2C	-6.911	1
C19orf52	-6.5655	1
UBXN7	-6.7111	1
CHN2	-7.3228	1
EXOC6B	-6.8389	1
TBC1D3B	-7.0888	1
OGT	-6.6326	1
NUP85	-6.3152	0.963088
PMPCB	-5.3648	0.949396
TRMT112	-7.4432	1
DCAF11	-6.8413	1
MAGEA1	-6.9079	1
SVOP	-7.127	1
KRT78	-5.938	1
RCOR3	-7.2063	1
SULT1A3	-7.2316	1
BPIFB4	-6.6954	1
SCUBE1	-7.2653	1
YY2	-7.3419	1
PAQR3	-7.307	1
SLC29A2	-5.9944	1
PEAR1	-7.2058	1
C19orf67	-7.1079	1
TACC3	-7.2688	1
AL138847.1	-6.3976	0.949396
FGF5	-6.4172	1
TM2D2	-6.5899	1
SULT1C2	-7.3735	1
ARMC3	-7.2708	1
ACAD9	-6.9383	1
RCVRN	-7.1934	1
PIWIL1	-7.2462	1
CR1L	-6.6507	1
PROK2	-6.649	1
SPANXN1	-7.4259	1
AL138815.1	-7.0678	1
IGKV1-8	-6.6009	1
URGCP	-7.3011	1
PRAMEF5	-6.8256	1
MYOZ1	-7.0544	1
LIN7A	-6.9667	1
ZNF341	-7.1533	1
SLC16A5	-7.4294	1
TMEM174	-7.4464	1
DCAF8L2	-7.3972	1
KPNA1	-7.3313	1
DPF1	-7.2158	1
AOC3	-7.3851	1
HOXD13	-7.2551	1
OR2M7	-6.9705	1
NHLRC4	-7.0952	1
FPR3	-7.3866	1
ZNF286A	-6.6724	1
FAM209B	-7.4279	1
VCX	-7.2316	1
THG1L	-5.6563	0.949396
WDR5	-6.3105	1
KBTBD4	-7.2379	1
OXER1	-7.0647	1
EMILIN1	-7.0327	1
C16orf80	-6.486	1
NT5M	-7.1188	1
SAE1	-5.9501	1
PNKP	-6.9811	1
ZNF559	-6.8415	1
TPST1	-6.9695	1
SPRR2B	-7.3475	1
EOMES	-5.9969	1
ZNF43	-7.1138	1
RUFY2	-7.044	1
STXBP6	-6.4463	1
KLHL22	-7.441	1
MND1	-7.3513	1
PMF1-BGLAP	-6.4003	1
ZNF510	-7.1468	1
CIT	-6.623	1
CLDN9	-7.397	1
FARP2	-7.1526	1
NFXL1	-7.2154	1
MORC1	-7.3048	1
SLCO4C1	-7.266	1
C7orf60	-7.1906	1
PEX12	-7.2736	1
SPATA2	-7.1674	1
ZNF446	-7.0076	1
MAB21L3	-5.9066	1
HOXA9	-6.4353	1
PNMA6B	-7.1128	1
RAB25	-6.6571	1
MAP4	-7.3576	1
GPR88	-7.4297	1
PIGO	-7.4268	1
CSF1	-7.3545	1
TSPAN4	-7.3885	1
COA3	-7.3221	1
NUDT16	-7.4382	1
BRD2	-7.4182	1
SRI	-7.3763	1
MSMB	-7.4065	1
PRAMEF19	-7.0271	1
KCTD21	-7.1876	1
INHBC	-7.3217	1
TP53INP2	-6.4983	1
ANTXR2	-7.4017	1
ZNF830	-5.647	0.949396
GSTT2B	-7.1138	1
HES6	-7.1382	1
RANBP3	-7.2007	1
MYO1D	-7.3557	1
HSPA13	-7.1073	1
CFC1B	-6.6473	1
OR2T1	-7.2089	1
TLX2	-7.0933	1
PLEKHH1	-7.3974	1
OR4A8P	-7.0231	1
ZNF562	-7.2124	1
FAP	-6.9456	1
MFSD11	-6.6324	1
OR6C74	-5.7374	1
DNAJC8	-5.7111	0.949396
LEPREL4	-6.9761	1
PCDHGA3	-6.7425	1
PPM1G	-6.288	1
C22orf23	-7.0568	1
XKR8	-7.3013	1
ATP8B4	-7.3001	1
LRRC27	-7.19	1
UBR1	-7.1746	1
PPP1R11	-6.3256	1
TUBGCP4	-6.5135	1
RFPL4AL1	-5.9069	1
HOOK1	-7.1301	1
VWC2L	-7.0733	1
POU4F2	-6.9667	1
RBM23	-6.8692	1
AK5	-7.2192	1
SNAPC3	-6.2033	1
ZNF221	-6.7158	1
DDX39B	-5.445	0.988533
ORC1	-6.1242	1
BX255923.1	-7.1934	1
PRM3	-7.1132	1
INS	-7.0246	1
DES	-7.4184	1
SLC26A3	-7.1688	1
CTSW	-7.4412	1
TRMT61B	-7.4126	1
H3F3C	-7.3423	1
PPP1R7	-6.5136	1
WNT10B	-7.444	1
GGNBP1	-7.355	1
LINC00346	-7.2571	1
TDRD15	-7.1889	1
RP11-408E5.4	-7.3919	1
BBS7	-6.5841	1
TRAV27	-6.23	1
RAB6B	-6.7069	1
MICALCL	-6.9739	1
MARC1	-7.0974	1
PIGZ	-7.1271	1
FAM46D	-6.8645	1
GALNT10	-7.2621	1
DAB2	-7.3949	1
QPCTL	-7.1461	1
OR13C8	-6.5402	1
CACNA1G	-6.2217	1
SLC25A13	-7.1954	1
CTB-96E2.2	-7.4239	1
UFD1L	-5.4877	0.972103
SLC30A5	-7.323	1
ZPBP	-6.76	1
CENPQ	-6.8527	1
CD2BP2	-6.306	1
TTC5	-7.2778	1
MYL6	-7.3122	1
ZNF138	-6.6107	1
DBNL	-6.5272	1
C7orf66	-6.6521	1
RABEP1	-7.072	1
AC018755.1	-6.4461	1
AC007919.2	-6.4607	0.949396
HS2ST1	-7.3808	1
ADAMTSL4-AS1	-6.151	1
SLC29A4	-6.786	1
RGS7	-6.9923	1
MSGN1	-5.8374	1
USE1	-6.5509	1
LRMP	-6.6194	1
TRIM64B	-7.1706	1
HOXD10	-6.8198	1
EHMT2	-7.4115	1
FAM57B	-7.4335	1
FASLG	-6.6926	1
OTOF	-6.9387	1
MTBP	-5.9126	1
OR52A5	-6.4569	1
MKRN1	-6.885	1
RCOR1	-7.1274	1
C9orf92	-7.044	1
OR8B3	-7.4054	1
TMBIM4	-6.9366	1
THAP3	-6.963	1
FOXL1	-7.2605	1
HMGN4	-7.142	1
IGF2BP1	-7.0097	1
JMJD4	-7.0332	1
SULT1B1	-7.0185	1
C1GALT1C1	-7.4357	1
C2orf40	-7.2209	1
SLC5A2	-7.4282	1
LCN6	-6.8924	1
NKTR	-6.8439	1
PXT1	-6.8043	1
IFT74	-6.8114	1
ESD	-6.9478	1
TRAV40	-6.594	1
RBP2	-7.3649	1
HIP1	-7.1902	1
CDC42	-6.9965	1
GDAP2	-6.8152	1
OTC	-7.4385	1
FAM73A	-7.2359	1
ANKRD33B	-7.4469	1
PON2	-7.1065	1
GPN1	-5.1281	1
NUTM2B	-6.4257	1
ETV1	-6.7392	1
IQCF2	-6.9886	1
PRPF39	-6.7375	1
VTI1B	-5.995	1
LUZPP1	-6.8281	1
FIGLA	-7.1341	1
MMP20	-6.6608	1
SLC7A5	-6.8577	1
AC008271.1	-7.086	1
ZSCAN18	-6.76	1
KIF4A	-7.0723	1
PGRMC2	-7.2932	1
EPB41L1	-7.2209	1
RP11-763F8.1	-6.8705	1
YIPF2	-7.1601	1
ZNF136	-7.3949	1
SMN1	-6.3791	1
EGF	-7.3246	1
MAL	-7.2407	1
GATAD1	-6.6227	1
P4HA3	-7.0739	1
PLIN5	-7.3445	1
DAPL1	-6.993	1
ZC3H3	-5.0481	1
PLA2G4E	-7.2932	1
IL36G	-7.323	1
CALCR	-7.1106	1
POU6F2	-6.8592	1
USF1	-6.0809	1
H2AFX	-6.2151	1
PRAMEF17	-6.7111	1
POU2F3	-7.3007	1
PDIA5	-6.5829	1
SLMO1	-7.4189	1
HKR1	-7.3497	1
CCL22	-7.3207	1
KLHL8	-7.3806	1
OR5M9	-7.3591	1
HEPACAM2	-7.2185	1
ENC1	-7.3622	1
YAF2	-6.586	1
OR51F2	-6.8183	1
KRT10	-7.2802	1
RTEL1	-6.6521	1
GTPBP1	-7.1408	1
RAD9A	-6.9324	1
NFIC	-5.8074	1
ZAP70	-7.2379	1
RTN3	-7.3376	1
SYNGR3	-6.6745	1
FAM76B	-6.7946	1
SKA2	-7.1442	1
RAB40A	-6.0116	1
KIAA1161	-7.0904	1
SMTN	-6.5626	1
ZNF580	-6.9005	1
RIIAD1	-7.0776	1
RGSL1	-7.1687	1
IGKV2-24	-6.593	1
FBXL3	-7.3493	1
ALDOB	-7.3873	1
CHMP7	-6.7311	1
KLK11	-7.2127	1
GPS1	-7.0272	1
RAB8B	-7.4199	1
CLIC1	-6.4716	1
MEI4	-7.2188	1
AC022498.1	-6.7376	1
OSR2	-7.2428	1
RGS17	-6.8274	1
GNGT1	-7.1483	1
PPDPF	-7.1201	1
TCP10	-6.9282	1
SLC6A9	-7.1932	1
NCR2	-6.5579	1
PPAPDC2	-7.4191	1
GINM1	-7.3311	1
MTHFD1	-7.3988	1
SMC1B	-7.3899	1
OLIG1	-7.381	1
NOL4	-7.3502	1
TULP2	-7.387	1
DNAJC5G	-7.3959	1
PEX16	-7.3014	1
CISH	-7.2947	1
APOA2	-7.0582	1
VSIG10	-7.1304	1
USP17L15	-7.1408	1
RPS14	-6.9855	1
HACE1	-7.2323	1
ITFG2	-6.8792	1
ACTL7A	-7.0077	1
DUSP5	-7.1538	1
PTCD3	-6.4697	1
CT45A6	-6.4768	1
AP4B1	-6.4685	1
ITGA2	-6.8672	1
OR7A5	-6.642	1
ZSWIM1	-7.169	1
SIGIRR	-7.0204	1
DEFB118	-6.6037	1
STRAP	-6.5135	1
TVP23C	-6.6029	1
ETV6	-7.2624	1
THEM4	-6.3029	1
PHF13	-6.7814	1
VPS28	-5.4348	0.949396
HEY2	-6.8133	1
IGKJ5	-7.1341	1
PDZD11	-7.1869	1
SPATA17	-6.7729	1
CBX2	-7.2894	1
ADSSL1	-6.9047	1
REEP3	-6.7998	1
C22orf34	-7.0544	1
KRTAP12-2	-7.2059	1
NHLH2	-6.8841	1
RAB26	-6.8038	1
MTX3	-7.3977	1
ATP5I	-5.982	0.949396
EPRS	-5.7733	1
ARHGEF28	-7.0235	1
DRG2	-7.1138	1
PRDX3	-7.2282	1
H2BFWT	-7.1901	1
CDHR4	-7.4193	1
OR6N2	-7.2783	1
TRBV29-1	-7.4193	1
SOHLH2	-7.1743	1
ZFP90	-6.1395	1
ARMC8	-7.3843	1
AP1G2	-7.3661	1
TTF1	-7.2783	1
ZCCHC3	-7.1979	1
FAM221B	-6.9581	1
FGF1	-7.3902	1
ZBTB48	-7.2207	1
DTNBP1	-7.1161	1
FBXO33	-7.3902	1
C12orf10	-6.9513	1
FDCSP	-7.302	1
GRHPR	-7.021	1
CDK8	-7.1011	1
ZNF717	-6.6432	1
MSX1	-6.6389	1
SAP30L	-7.3708	1
LGSN	-7.3338	1
AL359878.1	-7.2678	1
ARHGEF7	-7.0329	1
IGSF6	-7.1601	1
RGPD1	-6.8718	1
PPIAL4A	-6.3951	1
AC003102.1	-6.083	0.949396
POM121L7	-7.044	1
DEXI	-6.5643	1
STK38	-6.4849	1
MBD3	-7.3653	1
RPUSD2	-7.0404	1
FOXRED2	-6.6116	1
OCM2	-6.9855	1
HSPB2	-7.1206	1
IGHV4OR15-8	-6.6467	1
PCTP	-7.11	1
RMDN2	-5.7308	1
ZNF554	-7.187	1
ZNF821	-7.3522	1
PRM2	-7.4033	1
TRAJ18	-7.2393	0.99127
GDPD5	-6.9889	1
C19orf80	-7.2579	1
OR5G3	-7.1435	1
PAOX	-6.8879	1
TMEM39B	-6.7242	1
BCKDHB	-7.2009	1
SPNS2	-6.8529	1
H1FNT	-7.4051	1
TRAPPC3L	-7.3573	1
C2orf42	-7.4166	1
TP53AIP1	-7.2105	1
ULK3	-7.3935	1
NAPRT1	-7.05	1
GNA11	-7.2402	1
LLGL1	-7.4022	1
PNISR	-7.3816	1
AKAP9	-6.8296	1
KRT38	-7.0331	1
TPH2	-6.36	1
OR8K1	-6.9428	1
CTTNBP2NL	-7.1121	1
IFT140	-7.1775	1
SIKE1	-7.3587	1
OR5M1	-7.1504	1
ABHD2	-7.3307	1
NDUFA8	-6.3759	1
PSME4	-7.2329	1
SNX16	-7.2982	1
ZNF106	-7.3477	1
SLC39A4	-7.3346	1
FAM3B	-6.8646	1
CCKAR	-6.9765	1
RP11-363G10.2	-7.5969	1
TTLL3	-6.1593	1
NAT10	-7.3522	1
LYPD4	-7.044	1
SLC4A1AP	-6.8069	1
TBX20	-6.6977	1
RP11-512M8.5	-6.2536	1
ANKRD20A1	-6.7513	1
TPM2	-6.9391	1
IGBP1	-6.2305	1
NPAS1	-6.5446	1
RPUSD1	-7.1198	1
ORC2	-7.3568	1
CNTD2	-7.1439	1
NKX2-1	-7.3438	1
TMEM218	-7.285	1
RAB21	-6.665	1
HTR1E	-7.411	1
TAF1B	-6.9324	1
SYCE1L	-7.323	1
APOC3	-7.2134	1
SAR1A	-7.0674	1
RAB37	-7.3605	1
NUP98	-6.8082	1
OR6C76	-6.618	1
GTF3C4	-7.1031	1
C16orf62	-6.6085	1
FAM110A	-7.2253	1
MC4R	-7.2835	1
RASAL2	-7.3344	1
TMEM50B	-7.1207	1
DLEU1	-7.1504	1
EIF4ENIF1	-6.4625	1
TRIM46	-6.0948	1
NGRN	-6.9776	1
TSSC1	-6.7814	1
GRWD1	-5.445	1
SUGT1	-6.6701	1
ZFAND4	-6.6134	1
UBB	-6.9401	1
TDRD10	-7.4167	1
NCOA6	-7.266	1
BHLHE41	-7.4252	1
SLC25A14	-7.3515	1
INSIG2	-7.1193	1
IZUMO4	-7.4252	1
C20orf96	-6.7216	1
PIR	-7.3908	1
LSM14A	-7.259	1
IL20RB	-7.3133	1
METTL20	-7.3849	1
TAS2R40	-7.3878	1
ZNF230	-7.3878	1
POU3F4	-7.2625	1
GCM1	-7.0568	1
OR12D1	-6.277	1
MSANTD3	-6.4775	1
TOP3A	-5.3777	1
ST8SIA6	-7.1825	1
SLX4	-6.9148	1
IKZF4	-6.8707	1
SEZ6L2	-6.7046	1
CTB-134H23.2	-7.1934	0.949396
GAK	-6.9053	1
BCL2L11	-6.5448	1
ATXN3L	-7.3808	1
ARSJ	-7.0849	1
TAGAP	-6.8405	1
TRAV17	-6.6465	1
CCL16	-7.107	1
CTCF	-7.086	0.949396
RAPGEF1	-6.4283	1
MED31	-6.8691	1
COQ10A	-6.8114	1
PPFIBP1	-7.3637	1
NOL8	-7.1542	1
IL27RA	-7.2146	1
RRP36	-6.5112	1
TRAF2	-7.1767	1
FGL1	-6.9195	1
IGKV2D-30	-7.4398	1
EIF5	-5.5351	0.949396
BAI2	-7.1408	1
NAA16	-7.3018	1
SSR1	-6.2821	1
AC126614.1	-6.8186	1
PTTG1IP	-7.1797	1
ZNF610	-7.271	1
HSD17B2	-7.2653	1
GSTM3	-7.3254	1
NFKBIE	-7.1526	1
NRN1	-6.0677	1
FAM208B	-7.4144	1
CNPY2	-7.2441	1
CBR4	-6.6718	1
TMEM235	-6.594	1
XXcos-LUCA11.5	-6.6418	1
IQCJ	-7.3181	1
CHRNB1	-7.1378	1
MYADML2	-6.5721	1
MAP7	-7.4083	1
APEH	-7.1501	1
KRBA2	-6.9866	1
UBXN2A	-7.2456	1
NTM	-7.2492	1
TFCP2	-7.3363	1
FGD2	-7.3171	1
COL18A1	-7.0802	1
TSGA13	-7.1781	1
APPL1	-7.0815	1
NET1	-7.391	1
MYH10	-7.3939	1
RNF122	-7.0613	1
GCNT2	-7.1508	1
VPS8	-7.2737	1
ZNF540	-7.1582	1
CALML3	-6.9848	1
ITGB3BP	-6.4929	0.999337
TEX2	-6.877	1
PPP1R2	-6.0598	0.949396
DHDDS	-4.7994	0.949396
PRSS48	-7.1805	1
EDC4	-7.0368	1
ARV1	-6.6037	1
OR52N1	-7.3977	1
UTP14A	-5.3784	1
THEM5	-7.3464	1
SETD5	-7.2871	1
PHKG1	-6.2528	1
OLFML3	-7.2238	1
TMED5	-6.6835	1
C3orf38	-6.7823	1
CALCOCO1	-7.3892	1
FANCL	-6.3999	1
INO80B	-6.0406	1
FBXL14	-7.2379	1
CCDC127	-7.178	1
A1BG	-6.647	1
PLLP	-7.1322	1
SNAPIN	-6.7625	1
PIM3	-6.7444	1
PBLD	-7.372	1
PRDX1	-6.7936	1
ZP2	-6.8702	1
TRDJ4	-7.0423	1
IFT80	-7.1608	1
ZNF559-ZNF177	-6.5031	1
CCDC169-SOHLH2	-7.0653	1
ZC3H14	-6.8114	1
KLF2	-6.621	1
GRAMD2	-7.0543	1
C11orf44	-6.9704	1
HSPH1	-7.0723	1
CCDC74A	-6.8765	1
SMUG1	-7.2778	1
POU5F1B	-7.0966	1
GPATCH4	-7.397	1
GTF3C6	-7.3999	1
KLHDC2	-7.2846	1
DTNB	-7.1871	1
SHH	-7.4085	1
PI16	-7.3079	1
TRMU	-6.677	1
WSB1	-7.1053	1
WISP3	-7.417	1
EPS8	-7.3854	1
DNAJB6	-7.1986	1
AMICA1	-6.9931	1
TCF25	-6.9406	1
ZNF107	-6.9404	1
NUMBL	-7.107	1
STAP1	-7.3293	1
ZNF2	-7.0032	1
NUPL2	-7.0939	1
LEP	-5.9871	1
IGLJ7	-7.0582	1
DEFA4	-6.5182	1
EFS	-7.2119	1
TRIM6	-7.3111	1
PET100	-6.5785	0.994323
CEP57L1	-7.3175	1
FAM115C	-6.6411	1
PSMA8	-7.0365	1
EIF2AK2	-6.4059	1
DYDC2	-6.7854	1
ZSCAN22	-7.1092	1
RFNG	-7.0011	1
PNKD	-7.2086	1
CDC40	-7.095	1
ELL2	-7.2009	1
SUGP2	-6.4676	1
OR51H1P	-7.0296	1
IGKC	-6.8932	1
HOXB8	-7.3111	1
H2AFB2	-6.7231	1
ZNF645	-7.2313	1
C22orf29	-7.073	1
CTD-2132N18.3	-7.2508	1
TOR1AIP2	-7.4254	1
RASGRP1	-7.4086	1
PAN3	-7.3856	1
VPS37C	-7.1154	1
DNASE1L1	-6.9544	1
C11orf73	-7.1112	1
CD2	-7.2437	1
NKX2-5	-7.4058	1
SMARCA4	-7.3648	1
WDR70	-7.0296	1
MRPS30	-7.3464	1
ARID2	-7.323	1
PTPLAD2	-7.3484	1
KIAA1432	-7.1158	1
HSBP1	-6.4818	1
LRRC8D	-7.1239	1
FAM117A	-7.1607	1
OR13C3	-7.0288	1
PDLIM7	-6.4716	1
GABPB1	-7.0776	1
CRAMP1L	-6.6537	1
KCNJ1	-6.8953	1
OR4S2	-6.9858	1
HIST1H2AJ	-6.4115	1
SERPINI1	-5.4505	1
PLA2G4F	-7.2717	1
ATF6B	-7.1867	1
THAP5	-6.945	1
FRMD3	-7.1473	1
AQR	-6.7301	1
AC009892.10	-7.1296	1
COCH	-7.1578	1
KCTD20	-6.3374	1
GNAS	-6.9761	1
PIGY	-6.8932	1
AC074091.13	-6.4393	1
DKFZP434A062	-6.361	1
ASB14	-7.1408	1
RBMY1D	-7.0368	1
CLN3	-7.0653	1
TUBD1	-6.3261	0.988533
SLC39A13	-6.861	1
OR5J2	-7.0045	1
TBC1D17	-6.0879	1
TRUB2	-6.7871	1
TBX21	-7.146	1
MYH4	-6.5138	1
NLRC3	-6.978	1
DHRS7B	-7.3347	1
HIST1H2AB	-7.3751	1
PLD1	-7.3857	1
IZUMO1	-7.1254	1
CEP152	-7.353	1
KMT2B	-7.3246	1
UPK3B	-7.269	1
ROM1	-7.2758	1
RP11-244H3.4	-7.1344	1
CAMP	-7.302	1
UBE2T	-7.3973	1
TROAP	-7.4087	1
ACOT2	-7.1661	1
ELN	-7.3468	1
DBNDD2	-7.0353	1
ST7	-7.0565	1
FKBP1A	-7.0425	1
HIST1H2BE	-6.6939	1
MEST	-7.3779	1
NPEPPS	-7.107	1
PAGE2	-7.1557	1
ST6GALNAC6	-6.4867	1
OR5T2	-6.2603	1
RCN2	-7.1706	1
KRTAP11-1	-7.2627	1
SLC6A17	-7.1138	1
TRIM17	-6.2115	1
PTBP3	-6.503	1
STT3B	-7.2159	1
MARCH7	-6.9778	1
KHDC1L	-6.9488	1
FBXL13	-7.0466	1
AADAC	-7.1299	1
CENPM	-5.0764	0.965253
RNASET2	-7.3347	1
DKFZP434E1119	-6.5543	1
PPP1R8	-6.4391	1
CYTIP	-7.0164	1
RP11-17M16.1	-7.2428	1
ZNF775	-7.0182	1
RALGPS1	-7.0437	1
RP11-234B24.6	-6.9324	1
ACAP3	-7.2281	1
PGLS	-6.8014	1
SLC35B4	-6.2416	1
FMO5	-6.6997	1
UBALD1	-7.3974	1
KRIT1	-7.1789	1
ALKBH5	-7.3563	1
CRHR1	-6.669	1
AKT1	-7.4116	1
ABCB4	-7.3563	1
FKBP1C	-7.0185	1
POLN	-6.9881	1
MICU3	-7.4003	1
OSBPL11	-7.3317	1
CNKSR3	-7.0431	1
RHCE	-6.9966	1
AL645730.2	-6.5372	1
LMX1A	-7.2129	1
FNDC4	-7.4144	1
MFSD10	-7.3946	1
P4HB	-7.1643	1
TRAV7	-6.1232	1
WDR78	-6.9818	1
RIOK1	-6.3838	1
IQCA1	-6.7549	1
CADPS	-7.214	1
CEP78	-6.6951	1
PLEC	-7.0582	1
AC005549.3	-6.4073	0.953974
MRPS22	-5.9969	1
GLMN	-6.5643	0.984745
UTS2B	-7.1001	1
MSH5	-7.1001	1
YWHAZ	-6.8364	1
CNTNAP4	-6.8114	1
LMBR1L	-6.976	1
RC3H2	-7.1104	1
PDS5A	-6.7698	1
VWA9	-6.9473	1
PNPLA1	-6.3782	1
PRG2	-7.2226	1
RAI1	-7.3493	1
SPC24	-5.6527	1
CXXC1	-6.553	1
SLC31A1	-7.2734	1
PWP1	-5.9401	0.963088
CFL2	-6.6913	1
C20orf24	-6.9689	1
HMMR	-7.2811	1
MIS12	-6.3378	1
FAM72A	-7.1511	1
ZNF595	-6.0667	1
ABHD16A	-6.2974	1
CALD1	-7.3166	1
FAM50A	-7.3024	1
NCOA7	-7.1134	1
EFCAB4B	-7.1022	1
PIP5K1B	-7.3327	1
CREB1	-7.0758	1
C14orf39	-6.8492	1
CDT1	-6.4565	1
FAM149B1	-7.1175	1
RNF40	-6.9135	1
ORC5	-5.8603	1
ENDOV	-7.1439	1
USP1	-6.6886	1
EBAG9	-7.0296	1
TMEM9B	-6.9059	1
SPTLC3	-6.5574	1
PSMC3	-6.0668	1
OR4C3	-5.8572	0.953974
VIPR2	-6.978	1
LRRC9	-5.9969	1
